sample_idx,sample,slice,cluster,label,rating
9525,eawpew/XC262960.mp3,1,3,38,5.0
9526,easmea/XC321838.mp3,0,4,36,4.5
9527,easmea/XC321838.mp3,1,4,36,4.5
9528,easmea/XC321838.mp3,2,4,36,4.5
9529,easmea/XC321838.mp3,3,4,36,4.5
9530,easmea/XC321838.mp3,4,4,36,4.5
9531,easmea/XC321838.mp3,5,4,36,4.5
9532,easmea/XC321838.mp3,6,4,36,4.5
9533,easmea/XC321838.mp3,7,4,36,4.5
9534,easmea/XC321838.mp3,8,4,36,4.5
9535,easmea/XC321838.mp3,9,7,36,4.5
9536,easmea/XC321838.mp3,10,4,36,4.5
9537,horlar/XC432037.mp3,0,5,48,5.0
9538,horlar/XC432037.mp3,1,5,48,5.0
9539,horlar/XC432037.mp3,2,5,48,5.0
9540,horlar/XC432037.mp3,3,5,48,5.0
9541,horlar/XC432037.mp3,4,5,48,5.0
9542,horlar/XC432037.mp3,5,5,48,5.0
9543,horlar/XC432037.mp3,6,5,48,5.0
9544,horlar/XC432037.mp3,7,5,48,5.0
9545,horlar/XC432037.mp3,8,5,48,5.0
9546,purfin/XC237342.mp3,0,3,71,4.0
9547,purfin/XC237342.mp3,1,3,71,4.0
9548,purfin/XC237342.mp3,2,3,71,4.0
9549,amegfi/XC313463.mp3,0,6,2,4.0
9550,amegfi/XC313463.mp3,1,6,2,4.0
9551,amegfi/XC313463.mp3,2,6,2,4.0
9552,amegfi/XC313463.mp3,3,6,2,4.0
9553,amegfi/XC313463.mp3,4,6,2,4.0
9554,amegfi/XC313463.mp3,5,6,2,4.0
9555,bewwre/XC475742.mp3,0,0,9,5.0
9556,bewwre/XC475742.mp3,1,0,9,5.0
9557,bewwre/XC475742.mp3,2,0,9,5.0
9558,bewwre/XC475742.mp3,3,0,9,5.0
9559,bewwre/XC475742.mp3,4,0,9,5.0
9560,bewwre/XC475742.mp3,5,0,9,5.0
9561,bewwre/XC475742.mp3,6,0,9,5.0
9562,bewwre/XC475742.mp3,7,0,9,5.0
9563,bewwre/XC475742.mp3,8,0,9,5.0
9564,bewwre/XC475742.mp3,9,0,9,5.0
9565,bewwre/XC475742.mp3,10,0,9,5.0
9566,westan/XC169392.mp3,0,0,91,5.0
9567,westan/XC169392.mp3,1,0,91,5.0
9568,bkcchi/XC156746.mp3,0,0,10,5.0
9569,bkcchi/XC156746.mp3,1,0,10,5.0
9570,bkcchi/XC156746.mp3,2,4,10,5.0
9571,bkcchi/XC156746.mp3,3,0,10,5.0
9572,bkcchi/XC156746.mp3,4,0,10,5.0
9573,bkcchi/XC156746.mp3,5,0,10,5.0
9574,bkcchi/XC156746.mp3,6,0,10,5.0
9575,bkcchi/XC156746.mp3,7,0,10,5.0
9576,bkcchi/XC156746.mp3,8,0,10,5.0
9577,bkcchi/XC156746.mp3,9,0,10,5.0
9578,bkcchi/XC156746.mp3,10,0,10,5.0
9579,bkcchi/XC156746.mp3,11,0,10,5.0
9580,bkcchi/XC156746.mp3,12,0,10,5.0
9581,amecro/XC193112.mp3,0,6,1,4.5
9582,amecro/XC193112.mp3,1,7,1,4.5
9583,amecro/XC193112.mp3,2,0,1,4.5
9584,amecro/XC193112.mp3,3,0,1,4.5
9585,amecro/XC193112.mp3,4,0,1,4.5
9586,amecro/XC193112.mp3,5,3,1,4.5
9587,amecro/XC193112.mp3,6,1,1,4.5
9588,amecro/XC193112.mp3,7,0,1,4.5
9589,amecro/XC193112.mp3,8,3,1,4.5
9590,amecro/XC193112.mp3,9,6,1,4.5
9591,amecro/XC193112.mp3,10,1,1,4.5
9592,amecro/XC193112.mp3,11,1,1,4.5
9593,bewwre/XC164259.mp3,0,3,9,5.0
9594,bewwre/XC164259.mp3,1,3,9,5.0
9595,bewwre/XC164259.mp3,2,3,9,5.0
9596,bewwre/XC164259.mp3,3,3,9,5.0
9597,bewwre/XC164259.mp3,4,3,9,5.0
9598,bewwre/XC164259.mp3,5,0,9,5.0
9599,bewwre/XC164259.mp3,6,0,9,5.0
9600,chispa/XC138064.mp3,0,1,30,5.0
9601,chispa/XC138064.mp3,1,1,30,5.0
9602,chispa/XC138064.mp3,2,1,30,5.0
9603,chispa/XC138064.mp3,3,4,30,5.0
9604,herthr/XC187620.mp3,0,4,46,4.0
9605,herthr/XC187620.mp3,1,4,46,4.0
9606,herthr/XC187620.mp3,2,4,46,4.0
9607,herthr/XC187620.mp3,3,4,46,4.0
9608,herthr/XC187620.mp3,4,4,46,4.0
9609,herthr/XC187620.mp3,5,4,46,4.0
9610,herthr/XC187620.mp3,6,0,46,4.0
9611,herthr/XC187620.mp3,7,4,46,4.0
9612,herthr/XC187620.mp3,8,4,46,4.0
9613,westan/XC146191.mp3,0,3,91,3.5
9614,westan/XC146191.mp3,1,3,91,3.5
9615,westan/XC146191.mp3,2,3,91,3.5
9616,westan/XC146191.mp3,3,3,91,3.5
9617,westan/XC146191.mp3,4,0,91,3.5
9618,westan/XC146191.mp3,5,3,91,3.5
9619,westan/XC146191.mp3,6,3,91,3.5
9620,westan/XC146191.mp3,7,3,91,3.5
9621,westan/XC146191.mp3,8,3,91,3.5
9622,westan/XC146191.mp3,9,3,91,3.5
9623,westan/XC146191.mp3,10,3,91,3.5
9624,westan/XC146191.mp3,11,3,91,3.5
9625,westan/XC146191.mp3,12,3,91,3.5
9626,rewbla/XC477033.mp3,0,0,76,5.0
9627,rewbla/XC477033.mp3,1,0,76,5.0
9628,amegfi/XC17120.mp3,0,3,2,3.5
9629,amegfi/XC17120.mp3,1,3,2,3.5
9630,amegfi/XC17120.mp3,2,0,2,3.5
9631,amegfi/XC17120.mp3,3,0,2,3.5
9632,amegfi/XC17120.mp3,4,3,2,3.5
9633,amegfi/XC17120.mp3,5,3,2,3.5
9634,caster1/XC278117.mp3,0,1,29,4.0
9635,caster1/XC278117.mp3,1,1,29,4.0
9636,caster1/XC278117.mp3,2,1,29,4.0
9637,caster1/XC278117.mp3,3,1,29,4.0
9638,fiespa/XC155243.mp3,0,6,40,4.0
9639,fiespa/XC155243.mp3,1,3,40,4.0
9640,fiespa/XC155243.mp3,2,6,40,4.0
9641,fiespa/XC155243.mp3,3,6,40,4.0
9642,blugrb1/XC389967.mp3,0,0,14,4.0
9643,balori/XC389982.mp3,0,6,7,3.5
9644,balori/XC389982.mp3,1,3,7,3.5
9645,balori/XC389982.mp3,2,6,7,3.5
9646,balori/XC389982.mp3,3,6,7,3.5
9647,comyel/XC416744.mp3,0,6,34,5.0
9648,comyel/XC416744.mp3,1,3,34,5.0
9649,comyel/XC416744.mp3,2,6,34,5.0
9650,comyel/XC416744.mp3,3,6,34,5.0
9651,comyel/XC416744.mp3,4,6,34,5.0
9652,comyel/XC416744.mp3,5,6,34,5.0
9653,comyel/XC416744.mp3,6,6,34,5.0
9654,whcspa/XC173006.mp3,0,1,94,4.5
9655,whcspa/XC173006.mp3,1,4,94,4.5
9656,whcspa/XC173006.mp3,2,4,94,4.5
9657,whcspa/XC173006.mp3,3,4,94,4.5
9658,whcspa/XC173006.mp3,4,4,94,4.5
9659,whcspa/XC173006.mp3,5,4,94,4.5
9660,whcspa/XC173006.mp3,6,4,94,4.5
9661,whcspa/XC173006.mp3,7,4,94,4.5
9662,whcspa/XC173006.mp3,8,4,94,4.5
9663,whcspa/XC173006.mp3,9,1,94,4.5
9664,whcspa/XC173006.mp3,10,4,94,4.5
9665,whcspa/XC173006.mp3,11,4,94,4.5
9666,swathr/XC188832.mp3,0,5,85,4.5
9667,swathr/XC188832.mp3,1,2,85,4.5
9668,swathr/XC188832.mp3,2,5,85,4.5
9669,swathr/XC188832.mp3,3,5,85,4.5
9670,swathr/XC188832.mp3,4,2,85,4.5
9671,swathr/XC188832.mp3,5,2,85,4.5
9672,swathr/XC188832.mp3,6,5,85,4.5
9673,swathr/XC188832.mp3,7,5,85,4.5
9674,swathr/XC188832.mp3,8,5,85,4.5
9675,swathr/XC188832.mp3,9,5,85,4.5
9676,swathr/XC188832.mp3,10,5,85,4.5
9677,swathr/XC188832.mp3,11,5,85,4.5
9678,swathr/XC188832.mp3,12,2,85,4.5
9679,swathr/XC188832.mp3,13,5,85,4.5
9680,swathr/XC188832.mp3,14,5,85,4.5
9681,swathr/XC188832.mp3,15,5,85,4.5
9682,swathr/XC188832.mp3,16,5,85,4.5
9683,swathr/XC188832.mp3,17,5,85,4.5
9684,swathr/XC188832.mp3,18,5,85,4.5
9685,swathr/XC188832.mp3,19,5,85,4.5
9686,swathr/XC188832.mp3,20,5,85,4.5
9687,swathr/XC188832.mp3,21,2,85,4.5
9688,swathr/XC188832.mp3,22,2,85,4.5
9689,swathr/XC188832.mp3,23,5,85,4.5
9690,swathr/XC188832.mp3,24,5,85,4.5
9691,swathr/XC188832.mp3,25,5,85,4.5
9692,swathr/XC188832.mp3,26,5,85,4.5
9693,swathr/XC188832.mp3,27,5,85,4.5
9694,swathr/XC188832.mp3,28,5,85,4.5
9695,houspa/XC459880.mp3,0,0,50,5.0
9696,houspa/XC459880.mp3,1,0,50,5.0
9697,houspa/XC459880.mp3,2,0,50,5.0
9698,houspa/XC459880.mp3,3,0,50,5.0
9699,houspa/XC459880.mp3,4,0,50,5.0
9700,houspa/XC459880.mp3,5,0,50,5.0
9701,houspa/XC459880.mp3,6,0,50,5.0
9702,houspa/XC459880.mp3,7,0,50,5.0
9703,houspa/XC459880.mp3,8,0,50,5.0
9704,houspa/XC459880.mp3,9,3,50,5.0
9705,houspa/XC459880.mp3,10,0,50,5.0
9706,hoowar/XC134622.mp3,0,6,47,3.5
9707,hoowar/XC134622.mp3,1,6,47,3.5
9708,hoowar/XC134622.mp3,2,6,47,3.5
9709,hoowar/XC134622.mp3,3,6,47,3.5
9710,hoowar/XC134622.mp3,4,6,47,3.5
9711,gockin/XC161133.mp3,0,2,43,3.5
9712,gockin/XC161133.mp3,1,7,43,3.5
9713,gockin/XC161133.mp3,2,5,43,3.5
9714,gockin/XC161133.mp3,3,7,43,3.5
9715,gockin/XC161133.mp3,4,2,43,3.5
9716,gockin/XC161133.mp3,5,7,43,3.5
9717,gockin/XC161133.mp3,6,7,43,3.5
9718,gockin/XC161133.mp3,7,7,43,3.5
9719,gockin/XC161133.mp3,8,5,43,3.5
9720,gockin/XC161133.mp3,9,5,43,3.5
9721,gockin/XC161133.mp3,10,7,43,3.5
9722,gockin/XC161133.mp3,11,5,43,3.5
9723,gockin/XC161133.mp3,12,7,43,3.5
9724,gockin/XC161133.mp3,13,7,43,3.5
9725,gockin/XC161133.mp3,14,7,43,3.5
9726,gockin/XC161133.mp3,15,7,43,3.5
9727,gockin/XC161133.mp3,16,5,43,3.5
9728,gockin/XC161133.mp3,17,7,43,3.5
9729,gockin/XC161133.mp3,18,5,43,3.5
9730,gockin/XC161133.mp3,19,5,43,3.5
9731,gockin/XC161133.mp3,20,5,43,3.5
9732,gockin/XC161133.mp3,21,7,43,3.5
9733,gockin/XC161133.mp3,22,5,43,3.5
9734,gockin/XC161133.mp3,23,5,43,3.5
9735,gockin/XC161133.mp3,24,5,43,3.5
9736,gockin/XC161133.mp3,25,5,43,3.5
9737,gockin/XC161133.mp3,26,7,43,3.5
9738,gockin/XC161133.mp3,27,7,43,3.5
9739,gockin/XC161133.mp3,28,5,43,3.5
9740,gockin/XC161133.mp3,29,7,43,3.5
9741,gockin/XC161133.mp3,30,5,43,3.5
9742,gockin/XC161133.mp3,31,7,43,3.5
9743,gockin/XC161133.mp3,32,2,43,3.5
9744,gockin/XC161133.mp3,33,5,43,3.5
9745,gockin/XC161133.mp3,34,7,43,3.5
9746,gockin/XC161133.mp3,35,7,43,3.5
9747,gockin/XC161133.mp3,36,5,43,3.5
9748,gockin/XC161133.mp3,37,7,43,3.5
9749,gockin/XC161133.mp3,38,7,43,3.5
9750,gockin/XC161133.mp3,39,7,43,3.5
9751,gockin/XC161133.mp3,40,5,43,3.5
9752,gockin/XC161133.mp3,41,7,43,3.5
9753,gockin/XC161133.mp3,42,7,43,3.5
9754,herthr/XC487478.mp3,0,3,46,5.0
9755,herthr/XC487478.mp3,1,3,46,5.0
9756,herthr/XC487478.mp3,2,3,46,5.0
9757,herthr/XC487478.mp3,3,3,46,5.0
9758,ovenbi1/XC149493.mp3,0,2,68,5.0
9759,ovenbi1/XC149493.mp3,1,0,68,5.0
9760,ovenbi1/XC149493.mp3,2,4,68,5.0
9761,ovenbi1/XC149493.mp3,3,7,68,5.0
9762,ovenbi1/XC149493.mp3,4,4,68,5.0
9763,ovenbi1/XC149493.mp3,5,2,68,5.0
9764,ovenbi1/XC149493.mp3,6,0,68,5.0
9765,ovenbi1/XC149493.mp3,7,0,68,5.0
9766,ovenbi1/XC149493.mp3,8,7,68,5.0
9767,ovenbi1/XC149493.mp3,9,0,68,5.0
9768,ovenbi1/XC149493.mp3,10,4,68,5.0
9769,ovenbi1/XC149493.mp3,11,7,68,5.0
9770,ovenbi1/XC149493.mp3,12,0,68,5.0
9771,ovenbi1/XC149493.mp3,13,4,68,5.0
9772,ovenbi1/XC149493.mp3,14,0,68,5.0
9773,ovenbi1/XC149493.mp3,15,0,68,5.0
9774,ovenbi1/XC149493.mp3,16,6,68,5.0
9775,ovenbi1/XC149493.mp3,17,4,68,5.0
9776,ovenbi1/XC149493.mp3,18,4,68,5.0
9777,ovenbi1/XC149493.mp3,19,6,68,5.0
9778,ovenbi1/XC149493.mp3,20,0,68,5.0
9779,ovenbi1/XC149493.mp3,21,4,68,5.0
9780,olsfly/XC371447.mp3,0,0,66,4.0
9781,olsfly/XC371447.mp3,1,0,66,4.0
9782,olsfly/XC371447.mp3,2,0,66,4.0
9783,olsfly/XC371447.mp3,3,1,66,4.0
9784,olsfly/XC371447.mp3,4,1,66,4.0
9785,olsfly/XC371447.mp3,5,4,66,4.0
9786,olsfly/XC371447.mp3,6,1,66,4.0
9787,olsfly/XC371447.mp3,7,4,66,4.0
9788,warvir/XC192521.mp3,0,5,89,4.5
9789,warvir/XC192521.mp3,1,5,89,4.5
9790,warvir/XC192521.mp3,2,2,89,4.5
9791,warvir/XC192521.mp3,3,5,89,4.5
9792,warvir/XC192521.mp3,4,2,89,4.5
9793,warvir/XC192521.mp3,5,7,89,4.5
9794,warvir/XC192521.mp3,6,7,89,4.5
9795,warvir/XC192521.mp3,7,5,89,4.5
9796,warvir/XC192521.mp3,8,5,89,4.5
9797,warvir/XC192521.mp3,9,5,89,4.5
9798,warvir/XC192521.mp3,10,2,89,4.5
9799,warvir/XC192521.mp3,11,2,89,4.5
9800,warvir/XC192521.mp3,12,2,89,4.5
9801,warvir/XC192521.mp3,13,5,89,4.5
9802,warvir/XC192521.mp3,14,5,89,4.5
9803,warvir/XC192521.mp3,15,5,89,4.5
9804,warvir/XC192521.mp3,16,5,89,4.5
9805,warvir/XC192521.mp3,17,5,89,4.5
9806,warvir/XC192521.mp3,18,5,89,4.5
9807,warvir/XC192521.mp3,19,5,89,4.5
9808,warvir/XC192521.mp3,20,5,89,4.5
9809,warvir/XC192521.mp3,21,5,89,4.5
9810,warvir/XC192521.mp3,22,5,89,4.5
9811,warvir/XC192521.mp3,23,5,89,4.5
9812,warvir/XC192521.mp3,24,5,89,4.5
9813,westan/XC383031.mp3,0,2,91,4.5
9814,westan/XC383031.mp3,1,6,91,4.5
9815,westan/XC383031.mp3,2,2,91,4.5
9816,westan/XC383031.mp3,3,2,91,4.5
9817,westan/XC383031.mp3,4,2,91,4.5
9818,westan/XC383031.mp3,5,2,91,4.5
9819,westan/XC383031.mp3,6,2,91,4.5
9820,westan/XC383031.mp3,7,7,91,4.5
9821,westan/XC383031.mp3,8,7,91,4.5
9822,yebfly/XC164761.mp3,0,0,98,5.0
9823,yebfly/XC164761.mp3,1,6,98,5.0
9824,bkpwar/XC203709.mp3,0,1,12,5.0
9825,bkpwar/XC203709.mp3,1,4,12,5.0
9826,bkpwar/XC203709.mp3,2,4,12,5.0
9827,bkpwar/XC203709.mp3,3,0,12,5.0
9828,bkpwar/XC203709.mp3,4,4,12,5.0
9829,bkpwar/XC203709.mp3,5,4,12,5.0
9830,bkpwar/XC203709.mp3,6,4,12,5.0
9831,bkpwar/XC203709.mp3,7,4,12,5.0
9832,bkpwar/XC203709.mp3,8,4,12,5.0
9833,bkpwar/XC203709.mp3,9,0,12,5.0
9834,bkpwar/XC203709.mp3,10,0,12,5.0
9835,bkpwar/XC203709.mp3,11,0,12,5.0
9836,bkpwar/XC203709.mp3,12,4,12,5.0
9837,bkpwar/XC203709.mp3,13,0,12,5.0
9838,bkpwar/XC203709.mp3,14,4,12,5.0
9839,bkpwar/XC203709.mp3,15,0,12,5.0
9840,bkpwar/XC203709.mp3,16,4,12,5.0
9841,bkpwar/XC203709.mp3,17,0,12,5.0
9842,bkpwar/XC203709.mp3,18,0,12,5.0
9843,bkpwar/XC203709.mp3,19,0,12,5.0
9844,bkpwar/XC203709.mp3,20,4,12,5.0
9845,bkpwar/XC203709.mp3,21,0,12,5.0
9846,bkpwar/XC203709.mp3,22,4,12,5.0
9847,bkpwar/XC203709.mp3,23,4,12,5.0
9848,macwar/XC289674.mp3,0,4,57,4.0
9849,macwar/XC289674.mp3,1,4,57,4.0
9850,macwar/XC289674.mp3,2,1,57,4.0
9851,macwar/XC289674.mp3,3,4,57,4.0
9852,evegro/XC466990.mp3,0,3,39,0.0
9853,evegro/XC466990.mp3,1,3,39,0.0
9854,evegro/XC466990.mp3,2,3,39,0.0
9855,evegro/XC466990.mp3,3,3,39,0.0
9856,evegro/XC466990.mp3,4,3,39,0.0
9857,evegro/XC466990.mp3,5,3,39,0.0
9858,evegro/XC466990.mp3,6,0,39,0.0
9859,evegro/XC466990.mp3,7,0,39,0.0
9860,evegro/XC466990.mp3,8,0,39,0.0
9861,evegro/XC466990.mp3,9,0,39,0.0
9862,evegro/XC466990.mp3,10,0,39,0.0
9863,evegro/XC466990.mp3,11,0,39,0.0
9864,olsfly/XC332121.mp3,0,6,66,4.0
9865,olsfly/XC332121.mp3,1,6,66,4.0
9866,olsfly/XC332121.mp3,2,6,66,4.0
9867,olsfly/XC332121.mp3,3,6,66,4.0
9868,macwar/XC323884.mp3,0,2,57,4.5
9869,macwar/XC323884.mp3,1,7,57,4.5
9870,macwar/XC323884.mp3,2,7,57,4.5
9871,macwar/XC323884.mp3,3,7,57,4.5
9872,macwar/XC323884.mp3,4,2,57,4.5
9873,macwar/XC323884.mp3,5,7,57,4.5
9874,macwar/XC323884.mp3,6,7,57,4.5
9875,bulori/XC263224.mp3,0,6,22,4.5
9876,bulori/XC263224.mp3,1,6,22,4.5
9877,bulori/XC263224.mp3,2,6,22,4.5
9878,bulori/XC263224.mp3,3,6,22,4.5
9879,bulori/XC263224.mp3,4,6,22,4.5
9880,bulori/XC263224.mp3,5,6,22,4.5
9881,bulori/XC263224.mp3,6,6,22,4.5
9882,bulori/XC263224.mp3,7,6,22,4.5
9883,bulori/XC263224.mp3,8,6,22,4.5
9884,bulori/XC263224.mp3,9,2,22,4.5
9885,bulori/XC263224.mp3,10,6,22,4.5
9886,bulori/XC263224.mp3,11,6,22,4.5
9887,bulori/XC263224.mp3,12,7,22,4.5
9888,bulori/XC263224.mp3,13,6,22,4.5
9889,bulori/XC263224.mp3,14,6,22,4.5
9890,bulori/XC263224.mp3,15,6,22,4.5
9891,bulori/XC263224.mp3,16,6,22,4.5
9892,bulori/XC263224.mp3,17,6,22,4.5
9893,bulori/XC263224.mp3,18,6,22,4.5
9894,bulori/XC263224.mp3,19,3,22,4.5
9895,bulori/XC263224.mp3,20,3,22,4.5
9896,bulori/XC263224.mp3,21,6,22,4.5
9897,bulori/XC263224.mp3,22,6,22,4.5
9898,bulori/XC263224.mp3,23,6,22,4.5
9899,bulori/XC263224.mp3,24,6,22,4.5
9900,bulori/XC263224.mp3,25,6,22,4.5
9901,bulori/XC263224.mp3,26,6,22,4.5
9902,mallar3/XC208506.mp3,0,4,59,4.5
9903,mallar3/XC208506.mp3,1,4,59,4.5
9904,linspa/XC369839.mp3,0,0,54,4.5
9905,linspa/XC369839.mp3,1,0,54,4.5
9906,linspa/XC369839.mp3,2,0,54,4.5
9907,linspa/XC369839.mp3,3,0,54,4.5
9908,linspa/XC369839.mp3,4,3,54,4.5
9909,linspa/XC369839.mp3,5,0,54,4.5
9910,linspa/XC369839.mp3,6,0,54,4.5
9911,linspa/XC369839.mp3,7,0,54,4.5
9912,linspa/XC369839.mp3,8,0,54,4.5
9913,linspa/XC369839.mp3,9,4,54,4.5
9914,linspa/XC369839.mp3,10,0,54,4.5
9915,linspa/XC369839.mp3,11,3,54,4.5
9916,linspa/XC369839.mp3,12,4,54,4.5
9917,linspa/XC369839.mp3,13,0,54,4.5
9918,linspa/XC369839.mp3,14,0,54,4.5
9919,linspa/XC369839.mp3,15,0,54,4.5
9920,scoori/XC265135.mp3,0,7,81,3.5
9921,scoori/XC265135.mp3,1,5,81,3.5
9922,scoori/XC265135.mp3,2,7,81,3.5
9923,scoori/XC265135.mp3,3,7,81,3.5
9924,scoori/XC265135.mp3,4,7,81,3.5
9925,scoori/XC265135.mp3,5,7,81,3.5
9926,scoori/XC265135.mp3,6,7,81,3.5
9927,scoori/XC265135.mp3,7,7,81,3.5
9928,scoori/XC265135.mp3,8,7,81,3.5
9929,scoori/XC265135.mp3,9,7,81,3.5
9930,scoori/XC265135.mp3,10,7,81,3.5
9931,scoori/XC265135.mp3,11,7,81,3.5
9932,woothr/XC316000.mp3,0,6,97,4.0
9933,woothr/XC316000.mp3,1,6,97,4.0
9934,woothr/XC316000.mp3,2,6,97,4.0
9935,woothr/XC316000.mp3,3,6,97,4.0
9936,woothr/XC316000.mp3,4,6,97,4.0
9937,woothr/XC316000.mp3,5,6,97,4.0
9938,woothr/XC316000.mp3,6,6,97,4.0
9939,woothr/XC316000.mp3,7,6,97,4.0
9940,woothr/XC316000.mp3,8,6,97,4.0
9941,foxspa/XC154722.mp3,0,0,41,4.0
9942,barswa/XC318261.mp3,0,0,8,5.0
9943,barswa/XC318261.mp3,1,4,8,5.0
9944,barswa/XC318261.mp3,2,4,8,5.0
9945,barswa/XC318261.mp3,3,0,8,5.0
9946,barswa/XC318261.mp3,4,4,8,5.0
9947,barswa/XC318261.mp3,5,0,8,5.0
9948,barswa/XC318261.mp3,6,4,8,5.0
9949,barswa/XC318261.mp3,7,4,8,5.0
9950,barswa/XC318261.mp3,8,0,8,5.0
9951,whcspa/XC114666.mp3,0,4,94,5.0
9952,whcspa/XC114666.mp3,1,0,94,5.0
9953,marwre/XC452145.mp3,0,4,60,4.5
9954,marwre/XC452145.mp3,1,4,60,4.5
9955,marwre/XC452145.mp3,2,4,60,4.5
9956,marwre/XC452145.mp3,3,4,60,4.5
9957,marwre/XC452145.mp3,4,4,60,4.5
9958,marwre/XC452145.mp3,5,4,60,4.5
9959,marwre/XC452145.mp3,6,4,60,4.5
9960,marwre/XC452145.mp3,7,4,60,4.5
9961,marwre/XC452145.mp3,8,4,60,4.5
9962,marwre/XC452145.mp3,9,4,60,4.5
9963,marwre/XC452145.mp3,10,4,60,4.5
9964,marwre/XC452145.mp3,11,4,60,4.5
9965,marwre/XC452145.mp3,12,4,60,4.5
9966,marwre/XC452145.mp3,13,4,60,4.5
9967,reevir1/XC136048.mp3,0,6,75,4.5
9968,reevir1/XC136048.mp3,1,6,75,4.5
9969,reevir1/XC136048.mp3,2,6,75,4.5
9970,reevir1/XC136048.mp3,3,6,75,4.5
9971,reevir1/XC136048.mp3,4,2,75,4.5
9972,reevir1/XC136048.mp3,5,6,75,4.5
9973,reevir1/XC136048.mp3,6,2,75,4.5
9974,reevir1/XC136048.mp3,7,2,75,4.5
9975,reevir1/XC136048.mp3,8,2,75,4.5
9976,reevir1/XC136048.mp3,9,2,75,4.5
9977,reevir1/XC136048.mp3,10,2,75,4.5
9978,reevir1/XC136048.mp3,11,2,75,4.5
9979,reevir1/XC136048.mp3,12,2,75,4.5
9980,reevir1/XC136048.mp3,13,2,75,4.5
9981,reevir1/XC136048.mp3,14,6,75,4.5
9982,reevir1/XC136048.mp3,15,6,75,4.5
9983,reevir1/XC136048.mp3,16,6,75,4.5
9984,reevir1/XC136048.mp3,17,2,75,4.5
9985,reevir1/XC136048.mp3,18,2,75,4.5
9986,reevir1/XC136048.mp3,19,2,75,4.5
9987,reevir1/XC136048.mp3,20,7,75,4.5
9988,reevir1/XC136048.mp3,21,2,75,4.5
9989,reevir1/XC136048.mp3,22,6,75,4.5
9990,reevir1/XC136048.mp3,23,2,75,4.5
9991,reevir1/XC136048.mp3,24,2,75,4.5
9992,reevir1/XC136048.mp3,25,2,75,4.5
9993,reevir1/XC136048.mp3,26,2,75,4.5
9994,reevir1/XC136048.mp3,27,2,75,4.5
9995,reevir1/XC136048.mp3,28,2,75,4.5
9996,reevir1/XC136048.mp3,29,2,75,4.5
9997,reevir1/XC136048.mp3,30,7,75,4.5
9998,reevir1/XC136048.mp3,31,6,75,4.5
9999,reevir1/XC136048.mp3,32,6,75,4.5
10000,reevir1/XC136048.mp3,33,6,75,4.5
10001,reevir1/XC136048.mp3,34,6,75,4.5
10002,reevir1/XC136048.mp3,35,2,75,4.5
10003,reevir1/XC136048.mp3,36,2,75,4.5
10004,reevir1/XC136048.mp3,37,2,75,4.5
10005,reevir1/XC136048.mp3,38,2,75,4.5
10006,astfly/XC268658.mp3,0,0,6,4.5
10007,astfly/XC268658.mp3,1,4,6,4.5
10008,btnwar/XC409818.mp3,0,0,19,3.0
10009,btnwar/XC400100.mp3,0,0,19,3.5
10010,btnwar/XC400100.mp3,1,3,19,3.5
10011,purfin/XC294188.mp3,0,3,71,4.0
10012,purfin/XC294188.mp3,1,3,71,4.0
10013,moudov/XC310250.mp3,0,3,62,2.5
10014,moudov/XC310250.mp3,1,3,62,2.5
10015,moudov/XC310250.mp3,2,3,62,2.5
10016,moudov/XC310250.mp3,3,3,62,2.5
10017,moudov/XC310250.mp3,4,3,62,2.5
10018,moudov/XC310250.mp3,5,3,62,2.5
10019,moudov/XC310250.mp3,6,3,62,2.5
10020,brnthr/XC316666.mp3,0,0,18,3.5
10021,brnthr/XC316666.mp3,1,0,18,3.5
10022,brnthr/XC316666.mp3,2,0,18,3.5
10023,brnthr/XC316666.mp3,3,4,18,3.5
10024,brnthr/XC130525.mp3,0,3,18,4.0
10025,brnthr/XC130525.mp3,1,3,18,4.0
10026,brnthr/XC130525.mp3,2,3,18,4.0
10027,brnthr/XC130525.mp3,3,3,18,4.0
10028,brnthr/XC130525.mp3,4,3,18,4.0
10029,brnthr/XC130525.mp3,5,3,18,4.0
10030,brnthr/XC130525.mp3,6,3,18,4.0
10031,brnthr/XC130525.mp3,7,3,18,4.0
10032,blkpho/XC264719.mp3,0,3,13,5.0
10033,blkpho/XC264719.mp3,1,3,13,5.0
10034,blkpho/XC264719.mp3,2,3,13,5.0
10035,blkpho/XC264719.mp3,3,3,13,5.0
10036,blkpho/XC264719.mp3,4,3,13,5.0
10037,killde/XC449551.mp3,0,0,52,5.0
10038,killde/XC449551.mp3,1,0,52,5.0
10039,amered/XC195834.mp3,0,5,3,4.5
10040,amered/XC195834.mp3,1,5,3,4.5
10041,amered/XC195834.mp3,2,5,3,4.5
10042,amered/XC195834.mp3,3,5,3,4.5
10043,amered/XC195834.mp3,4,5,3,4.5
10044,amered/XC195834.mp3,5,5,3,4.5
10045,amered/XC195834.mp3,6,5,3,4.5
10046,amered/XC195834.mp3,7,5,3,4.5
10047,amered/XC195834.mp3,8,2,3,4.5
10048,amered/XC195834.mp3,9,2,3,4.5
10049,amered/XC195834.mp3,10,2,3,4.5
10050,amered/XC195834.mp3,11,2,3,4.5
10051,amered/XC195834.mp3,12,5,3,4.5
10052,amered/XC195834.mp3,13,5,3,4.5
